case,date,season,age,overall,hasTourCard,Long Potting,Break Building,Cue Ball Control,Safety Play,Consistency,Composure,Focus,Resilience,Professionalism,Big Match Nerve,Stamina,Balance,Shoulder Health,Hand Steadiness,Recovery Rate
age44-104729,2030-06-30,2030/31,48,72,False,64.74,74.08,73.86,61.66,67.47,78.32,81.44,74.03,86.73,71.81,50.01,58.4,60.06,60.81,52.28
age44-104729,2031-06-30,2031/32,49,71,False,63.64,72.46,72.4,61.66,66.96,78.86,81.92,74.64,87.07,72.15,47.86,56.36,56.58,58.6,49.77
age44-104729,2032-06-30,2032/33,50,70,False,62.48,70.75,70.84,61.56,66.4,79.22,82.23,75.15,87.39,72.42,45.72,54.27,53.14,56.31,47.26
age44-104729,2033-06-30,2033/34,51,70,False,61.19,68.95,69.15,61.46,65.74,79.5,82.41,75.68,87.73,72.69,43.47,52.05,49.73,53.94,44.68
age44-104729,2034-06-30,2034/35,52,69,False,59.71,66.93,67.3,61.33,64.94,79.6,82.35,76.12,88.06,72.9,41.2,49.78,46.4,51.49,42.12
age44-104729,2035-06-30,2035/36,53,68,False,58.1,64.76,65.26,60.98,64.02,79.47,82.08,76.5,88.38,73.02,38.91,47.45,43.16,48.99,39.57
age44-104729,2036-06-30,2036/37,54,66,False,56.41,62.52,63.1,60.46,62.99,79.05,81.53,76.74,88.69,73.04,36.69,45.1,40.05,46.48,37.09
age44-104729,2037-06-30,2037/38,55,65,False,54.59,60.18,60.79,59.76,61.84,78.32,80.69,76.84,88.97,72.95,34.42,42.71,37.06,43.95,34.64
age44-104729,2038-06-30,2038/39,56,63,False,52.41,57.47,58.12,58.72,60.36,77.08,79.32,76.64,89.18,72.63,32.09,40.25,34.15,41.35,32.17
age44-104729,2039-06-30,2039/40,57,61,False,50.08,54.6,55.28,57.46,58.72,75.63,77.78,76.33,89.37,72.22,29.79,37.76,31.34,38.71,29.76
age44-104729,2040-06-30,2040/41,58,59,False,47.67,51.66,52.36,56.05,56.95,73.99,76.05,75.93,89.58,71.73,27.53,35.26,28.64,36.08,27.4
age44-104729,2041-06-30,2041/42,59,57,False,45.11,48.6,49.29,54.41,54.97,72.12,74.07,75.4,89.77,71.13,25.28,32.73,26.03,33.44,25.08
age44-104729,2042-06-30,2042/43,60,55,False,42.41,45.43,46.12,52.58,52.79,70.02,71.84,74.73,89.97,70.4,23.08,30.2,23.54,30.81,22.84
age44-104729,2043-06-30,2043/44,61,53,False,39.64,42.19,42.87,50.48,50.43,67.62,69.32,73.86,90.15,69.51,20.99,27.71,21.19,28.21,20.69
age44-104729,2044-06-30,2044/45,62,51,False,36.88,39.02,39.66,48.23,47.96,65.03,66.6,72.85,90.33,68.5,19.0,25.31,19.0,25.73,18.68
age44-104729,2045-06-30,2045/46,63,49,False,34.15,35.94,36.56,45.92,45.4,62.29,63.72,71.68,90.51,67.35,17.17,23.04,17.02,23.39,16.82
age44-104729,2046-06-30,2046/47,64,47,False,31.48,32.95,33.55,43.49,42.77,59.41,60.7,70.37,90.69,66.06,15.47,20.9,15.21,21.19,15.12
age44-104729,2047-06-30,2047/48,65,45,False,28.91,30.09,30.65,40.9,40.09,56.34,57.51,68.81,90.85,64.57,13.93,18.9,13.57,19.13,13.56
age44-130363,2026-05-11,2026/27,44,74,True,67,78,77,60,68,75,78,71,85,70,57,65,73,68,61
age44-130363,2027-06-30,2027/28,45,74,True,66.9,77.52,76.79,61.04,68.23,76.35,79.4,72.19,85.7,70.72,55.37,63.44,69.62,66.34,58.84
age44-130363,2028-06-30,2028/29,46,73,False,66.06,76.2,75.68,61.21,67.93,77.02,80.12,72.77,86.05,71.07,53.39,61.6,65.98,64.29,56.39
age44-130363,2029-06-30,2029/30,47,73,False,65.17,74.81,74.43,61.35,67.56,77.71,80.83,73.41,86.4,71.46,51.21,59.58,62.2,62.09,53.77
age44-130363,2030-06-30,2030/31,48,71,False,63.99,73.11,72.95,61.44,67.04,78.31,81.4,74.01,86.74,71.81,48.89,57.4,58.36,59.71,51.03
age44-130363,2031-06-30,2031/32,49,71,False,62.66,71.22,71.22,61.39,66.38,78.82,81.84,74.61,87.09,72.14,46.44,55.08,54.51,57.19,48.2
age44-130363,2032-06-30,2032/33,50,69,False,61.24,69.19,69.34,61.19,65.65,79.13,82.08,75.11,87.41,72.4,44.02,52.69,50.73,54.59,45.39
age44-130363,2033-06-30,2033/34,51,68,False,59.61,66.98,67.25,60.86,64.75,79.25,82.1,75.54,87.73,72.6,41.47,50.17,47.0,51.89,42.53
age44-130363,2034-06-30,2034/35,52,67,False,57.81,64.56,64.96,60.4,63.7,79.15,81.86,75.89,88.04,72.73,38.93,47.59,43.39,49.12,39.69
age44-130363,2035-06-30,2035/36,53,66,False,55.87,62.0,62.51,59.8,62.52,78.84,81.42,76.21,88.37,72.79,36.4,44.96,39.92,46.32,36.91
age44-130363,2036-06-30,2036/37,54,64,False,53.83,59.36,59.93,58.99,61.21,78.15,80.61,76.33,88.67,72.71,33.95,42.34,36.63,43.52,34.22
age44-130363,2037-06-30,2037/38,55,63,False,51.68,56.65,57.27,58.1,59.77,77.17,79.51,76.36,88.98,72.54,31.51,39.69,33.5,40.74,31.6
age44-130363,2038-06-30,2038/39,56,61,False,49.14,53.55,54.19,56.69,57.96,75.53,77.76,76.01,89.19,72.08,29.01,36.99,30.49,37.9,29.0
age44-130363,2039-06-30,2039/40,57,59,False,46.48,50.3,50.94,54.99,55.95,73.59,75.72,75.48,89.38,71.47,26.58,34.28,27.62,35.05,26.47
age44-130363,2040-06-30,2040/41,58,56,False,43.69,46.97,47.6,53.11,53.76,71.41,73.42,74.82,89.57,70.74,24.21,31.57,24.87,32.22,24.02
age44-130363,2041-06-30,2041/42,59,54,False,40.79,43.56,44.16,51.01,51.34,68.95,70.81,73.97,89.76,69.87,21.88,28.86,22.25,29.41,21.65
age44-130363,2042-06-30,2042/43,60,52,False,37.74,40.05,40.66,48.74,48.7,66.23,67.93,72.98,89.97,68.84,19.64,26.18,19.78,26.63,19.37
age44-130363,2043-06-30,2043/44,61,49,False,34.64,36.51,37.1,46.12,45.85,63.16,64.69,71.72,90.17,67.58,17.52,23.57,17.47,23.93,17.22
age44-130363,2044-06-30,2044/45,62,47,False,31.57,33.08,33.61,43.31,42.85,59.79,61.17,70.19,90.35,66.11,15.53,21.08,15.35,21.37,15.22
age44-130363,2045-06-30,2045/46,63,44,False,28.58,29.78,30.28,40.44,39.77,56.26,57.46,68.44,90.54,64.43,13.72,18.76,13.44,18.98,13.4
age44-130363,2046-06-30,2046/47,64,42,False,25.67,26.59,27.05,37.36,36.6,52.49,53.54,66.38,90.7,62.48,12.05,16.58,11.71,16.76,11.74
age44-130363,2047-06-30,2047/48,65,39,False,22.9,23.58,24.0,34.18,33.41,48.55,49.46,64.0,90.86,60.26,10.56,14.58,10.17,14.71,10.25
age45-104729,2026-05-11,2026/27,45,74,True,67,78,77,60,68,75,78,71,85,70,57,65,73,68,61
age45-104729,2027-06-30,2027/28,46,74,True,66.55,77.15,76.35,60.52,67.93,75.9,78.93,71.79,85.47,70.48,55.21,63.36,69.59,66.24,58.75
age45-104729,2028-06-30,2028/29,47,73,False,65.75,75.89,75.3,60.72,67.66,76.55,79.62,72.39,85.84,70.82,53.31,61.59,66.06,64.26,56.39
age45-104729,2029-06-30,2029/30,48,72,False,64.95,74.61,74.15,60.86,67.34,77.16,80.28,73.0,86.19,71.19,51.24,59.66,62.44,62.17,53.89
age45-104729,2030-06-30,2030/31,49,71,False,63.9,73.1,72.86,61.12,66.9,77.75,80.84,73.63,86.57,71.55,49.07,57.61,58.79,59.93,51.3
age45-104729,2031-06-30,2031/32,50,71,False,62.73,71.4,71.33,61.15,66.35,78.23,81.27,74.24,86.94,71.88,46.79,55.43,55.13,57.57,48.64
age45-104729,2032-06-30,2032/33,51,69,False,61.43,69.51,69.56,60.9,65.68,78.4,81.41,74.66,87.23,72.08,44.52,53.19,51.55,55.13,45.99
age45-104729,2033-06-30,2033/34,52,68,False,60.01,67.53,67.7,60.66,64.92,78.49,81.43,75.09,87.56,72.27,42.15,50.85,48.02,52.62,43.31
age45-104729,2034-06-30,2034/35,53,68,False,58.4,65.34,65.63,60.29,64.0,78.33,81.16,75.41,87.87,72.37,39.79,48.45,44.6,50.05,40.64
age45-104729,2035-06-30,2035/36,54,66,False,56.67,63.01,63.4,59.73,62.96,77.95,80.7,75.67,88.17,72.4,37.42,46.0,41.31,47.44,38.02
age45-104729,2036-06-30,2036/37,55,64,False,54.84,60.59,61.07,59.04,61.82,77.25,79.91,75.76,88.46,72.3,35.14,43.57,38.17,44.83,35.5
age45-104729,2037-06-30,2037/38,56,63,False,52.71,57.92,58.42,58.03,60.39,76.07,78.64,75.59,88.68,72.0,32.72,41.03,35.12,42.16,32.93
age45-104729,2038-06-30,2038/39,57,61,False,50.39,55.07,55.61,56.89,58.78,74.74,77.19,75.35,88.9,71.64,30.33,38.46,32.17,39.45,30.41
age45-104729,2039-06-30,2039/40,58,60,False,47.96,52.09,52.68,55.54,57.01,73.19,75.53,75.0,89.11,71.17,28.0,35.88,29.34,36.74,27.97
age45-104729,2040-06-30,2040/41,59,58,False,45.42,49.03,49.63,53.98,55.07,71.39,73.61,74.49,89.31,70.59,25.72,33.3,26.64,34.03,25.59
age45-104729,2041-06-30,2041/42,60,56,False,42.72,45.82,46.38,52.06,52.9,69.29,71.39,73.81,89.49,69.85,23.45,30.7,24.05,31.32,23.26
age45-104729,2042-06-30,2042/43,61,53,False,39.91,42.54,43.13,50.11,50.54,67.02,68.96,73.03,89.7,69.02,21.27,28.13,21.59,28.65,21.03
age45-104729,2043-06-30,2043/44,62,51,False,37.12,39.32,39.92,47.98,48.09,64.56,66.35,72.1,89.91,68.05,19.25,25.67,19.34,26.1,18.97
age45-104729,2044-06-30,2044/45,63,49,False,34.4,36.24,36.8,45.67,45.55,61.89,63.54,71.0,90.1,66.93,17.38,23.35,17.3,23.71,17.07
age45-104729,2045-06-30,2045/46,64,47,False,31.72,33.24,33.8,43.33,42.93,59.09,60.57,69.73,90.29,65.68,15.66,21.17,15.44,21.47,15.32
age45-104729,2046-06-30,2046/47,65,44,False,29.1,30.33,30.87,40.84,40.24,56.13,57.46,68.27,90.47,64.26,14.06,19.12,13.75,19.36,13.72
age45-130363,2026-05-11,2026/27,45,74,True,67,78,77,60,68,75,78,71,85,70,57,65,73,68,61
age45-130363,2027-06-30,2027/28,46,73,True,66.39,76.93,76.14,60.48,67.85,75.94,78.97,71.83,85.49,70.5,54.91,63.11,69.1,65.97,58.41
age45-130363,2028-06-30,2028/29,47,73,False,65.46,75.48,74.92,60.67,67.5,76.6,79.67,72.44,85.87,70.86,52.73,61.08,65.11,63.71,55.72
age45-130363,2029-06-30,2029/30,48,72,False,64.42,73.9,73.47,60.69,67.05,77.2,80.3,73.05,86.22,71.22,50.33,58.86,61.03,61.31,52.86
age45-130363,2030-06-30,2030/31,49,71,False,63.11,72.03,71.81,60.71,66.43,77.69,80.78,73.62,86.57,71.53,47.83,56.5,56.95,58.73,49.93
age45-130363,2031-06-30,2031/32,50,70,False,61.68,69.99,69.92,60.56,65.7,78.09,81.14,74.2,86.93,71.83,45.23,54.01,52.9,56.05,46.93
age45-130363,2032-06-30,2032/33,51,69,False,60.11,67.78,67.86,60.24,64.86,78.23,81.23,74.62,87.25,72.03,42.67,51.46,48.97,53.28,43.98
age45-130363,2033-06-30,2033/34,52,68,False,58.38,65.43,65.61,59.81,63.88,78.18,81.11,75.0,87.58,72.17,40.03,48.81,45.15,50.44,41.01
age45-130363,2034-06-30,2034/35,53,66,False,56.43,62.85,63.17,59.27,62.71,77.88,80.68,75.28,87.9,72.23,37.4,46.11,41.48,47.55,38.1
age45-130363,2035-06-30,2035/36,54,64,False,54.37,60.16,60.59,58.57,61.42,77.3,80.0,75.48,88.22,72.2,34.83,43.39,37.99,44.66,35.28
age45-130363,2036-06-30,2036/37,55,63,False,52.2,57.35,57.83,57.56,59.98,76.3,78.94,75.47,88.52,71.99,32.34,40.68,34.69,41.78,32.56
age45-130363,2037-06-30,2037/38,56,61,False,49.71,54.28,54.77,56.21,58.22,74.75,77.27,75.15,88.74,71.55,29.75,37.9,31.53,38.86,29.84
age45-130363,2038-06-30,2038/39,57,59,False,47.01,51.0,51.51,54.64,56.23,72.95,75.34,74.7,88.95,71.0,27.21,35.09,28.49,35.9,27.19
age45-130363,2039-06-30,2039/40,58,56,False,44.19,47.59,48.11,52.76,54.04,70.85,73.11,74.08,89.15,70.3,24.75,32.28,25.61,32.97,24.64
age45-130363,2040-06-30,2040/41,59,54,False,41.26,44.14,44.67,50.75,51.65,68.49,70.59,73.29,89.35,69.46,22.37,29.51,22.88,30.07,22.19
age45-130363,2041-06-30,2041/42,60,52,False,38.23,40.62,41.13,48.49,49.03,65.83,67.76,72.32,89.55,68.45,20.06,26.75,20.31,27.22,19.83
age45-130363,2042-06-30,2042/43,61,49,False,35.06,37.02,37.53,46.0,46.16,62.87,64.61,71.13,89.76,67.25,17.84,24.04,17.89,24.43,17.58
age45-130363,2043-06-30,2043/44,62,47,False,31.94,33.49,33.98,43.22,43.16,59.59,61.15,69.66,89.95,65.8,15.81,21.49,15.69,21.78,15.53
age45-130363,2044-06-30,2044/45,63,44,False,28.94,30.17,30.63,40.38,40.09,56.12,57.5,67.96,90.14,64.16,13.96,19.1,13.72,19.34,13.66
age45-130363,2045-06-30,2045/46,64,42,False,26.02,26.98,27.42,37.46,36.94,52.49,53.67,66.0,90.33,62.3,12.26,16.89,11.96,17.07,11.97
age45-130363,2046-06-30,2046/47,65,39,False,23.19,23.92,24.34,34.38,33.73,48.63,49.63,63.7,90.5,60.13,10.71,14.82,10.36,14.97,10.42
age46-104729,2026-05-11,2026/27,46,72,True,65,76,75,58,62,75,78,71,84,67,60,67,75,70,63
age46-104729,2027-06-30,2027/28,47,72,False,64.49,75.09,74.3,58.56,61.99,75.88,78.9,71.8,84.52,67.48,57.74,65.06,71.03,67.91,60.33
age46-104729,2028-06-30,2028/29,48,71,False,63.73,73.82,73.23,58.76,61.82,76.46,79.53,72.37,84.88,67.82,55.4,63.0,66.99,65.63,57.58
age46-104729,2029-06-30,2029/30,49,71,False,62.91,72.51,72.06,58.96,61.6,77.02,80.12,72.98,85.27,68.18,52.89,60.76,62.91,63.22,54.69
age46-104729,2030-06-30,2030/31,50,70,False,61.8,70.89,70.63,59.06,61.21,77.43,80.52,73.51,85.64,68.48,50.28,58.4,58.83,60.64,51.73
age46-104729,2031-06-30,2031/32,51,69,False,60.56,69.09,68.97,58.98,60.73,77.7,80.76,74.01,86.0,68.74,47.59,55.91,54.79,57.97,48.73
age46-104729,2032-06-30,2032/33,52,68,False,59.19,67.11,67.13,58.72,60.14,77.71,80.74,74.35,86.31,68.89,44.93,53.37,50.88,55.21,45.77
age46-104729,2033-06-30,2033/34,53,67,False,57.71,65.06,65.21,58.48,59.48,77.61,80.58,74.71,86.67,69.04,42.23,50.75,47.08,52.41,42.82
age46-104729,2034-06-30,2034/35,54,66,False,56.06,62.83,63.15,58.25,58.69,77.34,80.18,75.02,87.03,69.14,39.57,48.09,43.44,49.57,39.93
age46-104729,2035-06-30,2035/36,55,64,False,54.29,60.45,60.89,57.75,57.78,76.78,79.53,75.24,87.39,69.15,36.95,45.41,39.98,46.73,37.12
age46-104729,2036-06-30,2036/37,56,62,False,52.22,57.78,58.25,56.78,56.58,75.61,78.28,75.06,87.62,68.89,34.3,42.68,36.65,43.82,34.33
age46-104729,2037-06-30,2037/38,57,60,False,50.0,54.99,55.48,55.67,55.24,74.28,76.84,74.81,87.85,68.57,31.65,39.89,33.43,40.9,31.59
age46-104729,2038-06-30,2038/39,58,59,False,47.58,52.02,52.55,54.43,53.7,72.76,75.2,74.48,88.09,68.18,29.06,37.09,30.36,37.96,28.92
age46-104729,2039-06-30,2039/40,59,57,False,45.06,48.93,49.5,52.96,52.01,71.01,73.32,74.02,88.32,67.68,26.57,34.31,27.44,35.04,26.35
age46-104729,2040-06-30,2040/41,60,55,False,42.41,45.74,46.32,51.24,50.13,68.96,71.13,73.36,88.53,67.04,24.15,31.54,24.68,32.15,23.88
age46-104729,2041-06-30,2041/42,61,53,False,39.66,42.48,43.04,49.28,48.05,66.67,68.69,72.57,88.75,66.28,21.8,28.79,22.07,29.31,21.5
age46-104729,2042-06-30,2042/43,62,51,False,36.84,39.2,39.77,47.2,45.8,64.2,66.05,71.64,88.97,65.39,19.6,26.16,19.67,26.59,19.28
age46-104729,2043-06-30,2043/44,63,48,False,34.1,36.05,36.62,44.98,43.49,61.53,63.22,70.53,89.18,64.36,17.63,23.72,17.52,24.06,17.29
age46-104729,2044-06-30,2044/45,64,46,False,31.45,33.06,33.59,42.63,41.1,58.69,60.22,69.24,89.38,63.19,15.81,21.42,15.58,21.71,15.46
age46-104729,2045-06-30,2045/46,65,44,False,28.84,30.15,30.67,40.23,38.62,55.71,57.07,67.78,89.59,61.88,14.15,19.28,13.83,19.51,13.79
age46-130363,2026-05-11,2026/27,46,72,True,65,76,75,58,62,75,78,71,84,67,60,67,75,70,63
age46-130363,2027-06-30,2027/28,47,72,False,64.32,74.87,74.07,58.47,61.91,75.88,78.9,71.8,84.52,67.48,57.37,64.76,70.46,67.59,59.93
age46-130363,2028-06-30,2028/29,48,71,False,63.39,73.37,72.79,58.66,61.65,76.45,79.51,72.37,84.89,67.82,54.69,62.4,65.9,64.98,56.79
age46-130363,2029-06-30,2029/30,49,70,False,62.31,71.73,71.3,58.75,61.29,76.97,80.06,72.97,85.28,68.17,51.79,59.83,61.3,62.21,53.5
age46-130363,2030-06-30,2030/31,50,69,False,60.98,69.82,69.59,58.76,60.79,77.33,80.39,73.47,85.64,68.45,48.83,57.13,56.77,59.28,50.18
age46-130363,2031-06-30,2031/32,51,68,False,59.46,67.65,67.59,58.56,60.14,77.57,80.59,73.99,86.03,68.71,45.79,54.3,52.32,56.23,46.82
age46-130363,2032-06-30,2032/33,52,67,False,57.84,65.35,65.41,58.13,59.4,77.47,80.47,74.3,86.35,68.84,42.82,51.43,48.06,53.13,43.54
age46-130363,2033-06-30,2033/34,53,66,False,56.04,62.9,63.07,57.66,58.52,77.21,80.15,74.61,86.71,68.94,39.82,48.47,43.97,49.98,40.29
age46-130363,2034-06-30,2034/35,54,64,False,54.03,60.23,60.53,57.07,57.47,76.65,79.49,74.79,87.05,68.94,36.89,45.48,40.08,46.8,37.15
age46-130363,2035-06-30,2035/36,55,62,False,51.9,57.44,57.87,56.33,56.3,75.82,78.55,74.9,87.41,68.86,34.05,42.5,36.43,43.65,34.12
age46-130363,2036-06-30,2036/37,56,60,False,49.46,54.37,54.83,55.1,54.81,74.29,76.91,74.58,87.65,68.47,31.22,39.5,32.97,40.47,31.17
age46-130363,2037-06-30,2037/38,57,58,False,46.86,51.16,51.62,53.62,53.13,72.53,75.02,74.15,87.89,68.0,28.41,36.45,29.66,37.29,28.28
age46-130363,2038-06-30,2038/39,58,56,False,44.05,47.75,48.24,51.93,51.21,70.5,72.83,73.56,88.11,67.4,25.69,33.42,26.53,34.11,25.5
age46-130363,2039-06-30,2039/40,59,54,False,41.12,44.22,44.71,49.9,49.08,68.14,70.33,72.79,88.33,66.64,23.09,30.42,23.59,30.99,22.86
age46-130363,2040-06-30,2040/41,60,52,False,38.09,40.66,41.16,47.74,46.75,65.5,67.51,71.82,88.55,65.73,20.62,27.48,20.84,27.94,20.35
age46-130363,2041-06-30,2041/42,61,49,False,34.96,37.06,37.54,45.31,44.17,62.53,64.35,70.63,88.77,64.63,18.25,24.6,18.27,24.98,17.96
age46-130363,2042-06-30,2042/43,62,46,False,31.81,33.5,33.98,42.71,41.42,59.32,60.92,69.22,89.0,63.33,16.06,21.87,15.95,22.17,15.77
age46-130363,2043-06-30,2043/44,63,44,False,28.77,30.08,30.54,39.84,38.57,55.83,57.25,67.52,89.21,61.8,14.12,19.37,13.88,19.59,13.81
age46-130363,2044-06-30,2044/45,64,41,False,25.86,26.88,27.3,36.92,35.64,52.15,53.39,65.55,89.41,60.06,12.35,17.05,12.04,17.23,12.05
age46-130363,2045-06-30,2045/46,65,39,False,23.03,23.81,24.22,33.95,32.63,48.31,49.35,63.28,89.61,58.05,10.75,14.91,10.4,15.05,10.46
age47-104729,2026-05-11,2026/27,47,72,True,65,76,75,58,62,75,78,71,84,67,60,67,75,70,63
age47-104729,2027-06-30,2027/28,48,72,False,64.38,74.95,74.15,58.52,61.94,75.82,78.83,71.78,84.52,67.46,57.51,64.88,70.68,67.71,60.08
age47-104729,2028-06-30,2028/29,49,71,False,63.5,73.5,72.91,58.6,61.69,76.27,79.34,72.28,84.86,67.75,54.97,62.64,66.34,65.23,57.11
age47-104729,2029-06-30,2029/30,50,70,False,62.58,72.07,71.62,58.78,61.42,76.75,79.84,72.87,85.26,68.09,52.28,60.24,62.01,62.65,54.03
age47-104729,2030-06-30,2030/31,51,69,False,61.37,70.33,70.11,58.97,61.0,77.11,80.16,73.4,85.65,68.38,49.53,57.74,57.74,59.92,50.92
age47-104729,2031-06-30,2031/32,52,68,False,60.04,68.42,68.37,58.94,60.47,77.34,80.34,73.93,86.06,68.65,46.71,55.12,53.56,57.11,47.78
age47-104729,2032-06-30,2032/33,53,67,False,58.63,66.37,66.45,58.68,59.86,77.25,80.23,74.28,86.4,68.79,43.96,52.47,49.55,54.25,44.73
age47-104729,2033-06-30,2033/34,54,66,False,57.04,64.2,64.4,58.39,59.13,77.01,79.93,74.61,86.77,68.9,41.18,49.74,45.68,51.34,41.7
age47-104729,2034-06-30,2034/35,55,65,False,55.27,61.8,62.14,57.94,58.24,76.48,79.3,74.8,87.11,68.91,38.44,46.99,41.99,48.4,38.74
age47-104729,2035-06-30,2035/36,56,63,False,53.18,59.07,59.44,56.94,57.06,75.37,78.12,74.64,87.33,68.66,35.64,44.15,38.44,45.4,35.8
age47-104729,2036-06-30,2036/37,57,61,False,50.94,56.19,56.59,55.77,55.73,74.04,76.71,74.36,87.54,68.33,32.91,41.3,35.04,42.36,32.94
age47-104729,2037-06-30,2037/38,58,60,False,48.57,53.24,53.66,54.54,54.25,72.59,75.14,74.05,87.78,67.96,30.2,38.4,31.79,39.33,30.13
age47-104729,2038-06-30,2038/39,59,57,False,46.01,50.11,50.59,53.17,52.58,70.95,73.36,73.64,88.02,67.5,27.58,35.51,28.7,36.3,27.43
age47-104729,2039-06-30,2039/40,60,56,False,43.34,46.88,47.39,51.55,50.73,69.05,71.32,73.09,88.26,66.92,25.06,32.65,25.78,33.31,24.84
age47-104729,2040-06-30,2040/41,61,53,False,40.58,43.58,44.1,49.69,48.69,66.86,68.97,72.35,88.47,66.2,22.64,29.83,23.04,30.38,22.37
age47-104729,2041-06-30,2041/42,62,51,False,37.76,40.28,40.8,47.62,46.49,64.44,66.4,71.45,88.69,65.34,20.35,27.11,20.52,27.57,20.06
age47-104729,2042-06-30,2042/43,63,49,False,34.97,37.08,37.61,45.52,44.19,61.91,63.68,70.44,88.92,64.39,18.27,24.57,18.26,24.94,17.96
age47-104729,2043-06-30,2043/44,64,47,False,32.27,34.0,34.54,43.26,41.83,59.2,60.81,69.26,89.14,63.29,16.41,22.21,16.24,22.51,16.07
age47-104729,2044-06-30,2044/45,65,44,False,29.65,31.05,31.56,40.82,39.38,56.28,57.74,67.86,89.34,62.02,14.68,19.99,14.4,20.24,14.34
age47-130363,2026-05-11,2026/27,47,72,True,65,76,75,58,62,75,78,71,84,67,60,67,75,70,63
age47-130363,2027-06-30,2027/28,48,72,False,64.2,74.7,73.9,58.42,61.85,75.8,78.82,71.78,84.52,67.46,57.12,64.56,70.07,67.37,59.65
age47-130363,2028-06-30,2028/29,49,71,False,63.15,73.04,72.47,58.56,61.53,76.31,79.36,72.34,84.9,67.78,54.2,62.0,65.17,64.54,56.26
age47-130363,2029-06-30,2029/30,50,70,False,61.93,71.21,70.8,58.57,61.09,76.71,79.76,72.88,85.28,68.09,51.1,59.24,60.31,61.57,52.76
age47-130363,2030-06-30,2030/31,51,69,False,60.45,69.12,68.95,58.61,60.52,77.0,80.02,73.4,85.68,68.36,47.97,56.38,55.56,58.45,49.25
age47-130363,2031-06-30,2031/32,52,67,False,58.83,66.84,66.83,58.41,59.81,77.11,80.09,73.88,86.09,68.59,44.79,53.39,50.96,55.26,45.76
age47-130363,2032-06-30,2032/33,53,66,False,57.04,64.33,64.46,57.89,58.96,76.83,79.78,74.14,86.41,68.66,41.71,50.38,46.59,52.0,42.37
age47-130363,2033-06-30,2033/34,54,65,False,55.07,61.7,61.94,57.33,57.97,76.32,79.21,74.32,86.75,68.67,38.62,47.3,42.43,48.72,39.03
age47-130363,2034-06-30,2034/35,55,63,False,52.95,58.9,59.27,56.66,56.83,75.53,78.31,74.42,87.11,68.59,35.63,44.22,38.51,45.45,35.84
age47-130363,2035-06-30,2035/36,56,61,False,50.5,55.77,56.2,55.49,55.38,74.14,76.8,74.18,87.36,68.26,32.62,41.09,34.8,42.14,32.69
age47-130363,2036-06-30,2036/37,57,59,False,47.91,52.52,52.99,54.11,53.75,72.49,75.02,73.79,87.6,67.82,29.72,37.96,31.28,38.84,29.68
age47-130363,2037-06-30,2037/38,58,57,False,45.16,49.17,49.65,52.56,51.92,70.62,73.0,73.3,87.85,67.29,26.88,34.82,27.96,35.57,26.76
age47-130363,2038-06-30,2038/39,59,55,False,42.21,45.62,46.11,50.7,49.84,68.43,70.65,72.62,88.08,66.6,24.15,31.7,24.83,32.32,23.96
age47-130363,2039-06-30,2039/40,60,52,False,39.14,41.95,42.44,48.46,47.52,65.88,67.94,71.71,88.3,65.73,21.54,28.64,21.92,29.14,21.31
age47-130363,2040-06-30,2040/41,61,50,False,35.98,38.28,38.76,46.06,44.99,63.01,64.88,70.57,88.51,64.67,19.09,25.67,19.21,26.06,18.82
age47-130363,2041-06-30,2041/42,62,47,False,32.8,34.64,35.1,43.43,42.26,59.85,61.52,69.2,88.72,63.42,16.79,22.83,16.75,23.14,16.51
age47-130363,2042-06-30,2042/43,63,45,False,29.7,31.16,31.63,40.75,39.43,56.55,58.01,67.65,88.95,62.01,14.73,20.21,14.57,20.46,14.45
age47-130363,2043-06-30,2043/44,64,42,False,26.73,27.86,28.32,37.87,36.53,53.01,54.28,65.81,89.17,60.36,12.91,17.81,12.64,18.0,12.62
age47-130363,2044-06-30,2044/45,65,39,False,23.89,24.75,25.15,34.83,33.55,49.23,50.33,63.65,89.37,58.44,11.25,15.6,10.92,15.74,10.96
age48-104729,2026-05-11,2026/27,48,72,True,65,76,75,58,62,75,78,71,84,67,60,67,75,70,63
age48-104729,2027-06-30,2027/28,49,72,False,64.27,74.8,74.01,58.47,61.89,75.74,78.74,71.75,84.52,67.44,57.29,64.7,70.34,67.52,59.84
age48-104729,2028-06-30,2028/29,50,71,False,63.29,73.23,72.64,58.52,61.59,76.08,79.13,72.2,84.85,67.69,54.55,62.29,65.72,64.86,56.65
age48-104729,2029-06-30,2029/30,51,70,False,62.26,71.63,71.18,58.59,61.25,76.45,79.52,72.75,85.25,67.99,51.68,59.74,61.14,62.1,53.38
age48-104729,2030-06-30,2030/31,52,69,False,60.94,69.74,69.5,58.65,60.76,76.64,79.69,73.2,85.63,68.22,48.77,57.07,56.67,59.21,50.11
age48-104729,2031-06-30,2031/32,53,68,False,59.45,67.64,67.58,58.55,60.13,76.71,79.71,73.66,86.02,68.43,45.8,54.31,52.34,56.24,46.83
age48-104729,2032-06-30,2032/33,54,67,False,57.87,65.42,65.54,58.3,59.43,76.47,79.43,73.95,86.37,68.52,42.95,51.54,48.22,53.23,43.67
age48-104729,2033-06-30,2033/34,55,65,False,56.18,63.1,63.33,57.9,58.62,76.02,78.93,74.19,86.74,68.56,40.08,48.7,44.27,50.21,40.55
